KOD INDEKSU	NAZWA INDEKSU	"KMS
(magazyn)"	CENA	WARTOŚĆ
TM-45-00-3157	LINA STAL D2,5x3455 2xm6x50 3-537-06-3990	1.0	745.6799926757812	745.6799926757812
TM-45-00-3996	POŁĄCZENIE 3-801-22-2530 BST 800	1.0	505.3800048828125	505.3800048828125
TM-10-15-0989	PODKŁADKA USZCZELNIAJACA G1/8 X1,5 ALU	4.0	0.5199999809265137	2.0799999237060547
TM-35-00-0845	KOŁO ZĘBATE 5MR Z=30 3-801-26-9410 BST800	1.0	397.7099914550781	397.7099914550781
TM-35-00-0847	KOŁO ZĘBATE 5MR Z=20 3-801-26-7840 BST800	3.0	250.3000030517578	750.9000244140625
TM-35-00-0930	KOŁO ZĘBATE M=1 DB=44 Z=41 3-801-26-8700 SKOŚNE	1.0	2006.510009765625	2006.510009765625
TM-35-00-0934	WRZECIONO 3-817-19-4980 BHX 500	1.0	791.5800170898438	791.5800170898438
TM-45-00-3061	PIERŚCIEŃ 3-803-18-5370 BST800	2.0	29.520000457763672	59.040000915527344
TM-45-00-3497	TARCZA PODAWACZA GN 184-25 4-003-22-0003 ELESA	11.0	6.940000057220459	76.30999755859375
TM-45-00-3539	UCHWYT 3-811-01-9240	2.0	887.3699951171875	1774.739990234375
TM-45-00-3816	NAKŁADKA ROLKI WANDRES BST 800	15.0	156.17999267578125	2342.699951171875
TM-35-00-1060	KOŁO ZĘBATE T=10 Z=30 3-801-26-8680	2.0	327.75	655.5
TM-35-00-1061	KOŁO ZĘBATE T=10 Z=12 3-801-26-8790	4.0	490.5299987792969	1962.1199951171875
TM-45-00-1805	NAPĘD 16 AT 10/21 2-216-27-3691	2.0	1881.489990234375	3762.97998046875
TM-45-00-1806	NAPINACZ 16 AT10/21 -2 2-216-27-3731	1.0	572.7100219726562	572.7100219726562
TM-45-00-3791	KOREK PROFIL SABIC PHC 31 4-060-18-0091	4.0	15.140000343322754	60.560001373291016
TM-45-00-4216	TRZPIEŃ 3-810-02-6160	8.0	105.66999816894531	845.3599853515625
TM-45-00-4217	TARCZA DIN 125 8,4 4-003-01-0029	10.0	0.07999999821186066	0.800000011920929
TM-45-00-4218	MIMOŚROD 3-802-05-0750	4.0	243.9199981689453	975.6599731445312
TM-45-00-4219	WKŁADKA GWINTOWANA M4X8 4-001-44-0024	4.0	2.4000000953674316	9.600000381469727
TM-45-00-4220	PRZEGUB 3-804-07-0170	2.0	584.8599853515625	1169.719970703125
TM-45-00-4221	PRZEGUB 3-804-07-0140	2.0	259.17999267578125	518.3599853515625
TM-45-00-4222	ZESTAW MOCUJĄCY 4-007-23-0052	2.0	137.1999969482422	274.3999938964844
TM-45-00-4250	DYSTANS 3-810-02-6760	2.0	626.2000122070312	1252.4000244140625
TM-45-00-4251	KRĄŻEK ZWROTNY 2-015-95-9530	2.0	337.7699890136719	675.5399780273438
TM-25-00-0111	RURKA PRZYSSAWKI Fi 15/110	49.0	18.0	882.0
TM-25-00-0112	RURKA PRZYSSAWKI Fi 15/130	38.0	19.0	722.0
TM-35-00-0526	WRZECIONO 1707A0021	2.0	3056.43994140625	6112.8798828125
TM-45-00-2292	SMAROWNICZKA 8X1,25 5.8 4-009-01-0034	26.0	4.519999980926514	117.5199966430664
TM-45-00-3475	KOSTKA TRZPIENIA KOLIZYJNEGO	5.0	110.0	550.0
TM-45-00-3697	RURKA TRZPIENIA KOLIZYJNEGO fi15 L=160	8.0	40.0	320.0
TM-10-15-0107	X-RING 23,39 x 3,53 NBR 70 4-012-01-0617	63.0	17.209999084472656	1084.22998046875
TM-10-15-0509	USZCZELKA 15X21X3 4-012-01-0368 BST 800	70.0	4.679999828338623	327.6000061035156
TM-10-15-0510	PIERŚCIEŃ USZCZEL. 16X21X3 4-012-01-0124	3.0	13.800000190734863	41.400001525878906
TM-10-15-0707	ZGARNIAK 16X22X5/4 0160 4-012-05-0133	20.0	9.260000228881836	185.1999969482422
TM-10-15-0753	ZGARNIAK 4-012-05-0091 0220-WU9E1 BST 800	58.0	3.680000066757202	213.44000244140625
TM-10-15-0786	USZCZELKA TŁOK 28X22,4X3,8 4-012-01-0607	130.0	14.430000305175781	1875.9000244140625
TM-10-15-0815	PIERŚCIEŃ USZCZ. DH12X19X3 4-012-01-0247	47.0	16.43000030517578	772.2100219726562
TM-10-15-1074	PIERŚCIEŃ CZERWONY 2-214-95-9410	76.0	2.6700000762939453	202.9199981689453
TM-10-15-1075	PIERŚCIEŃ NIEBIESKI 2-214-95-9420	76.0	2.6700000762939453	202.92999267578125
TM-20-00-0062	TAŚMA TRANSP. 10X6 8681X1050 BST 800 4-007-03-0976	1.0	8082.56982421875	8082.56982421875
TM-45-00-2316	PŁYTA BEARBEITUNG 3-818-16-4781	1.0	13977.6396484375	13977.6396484375
TM-45-00-2495	PŁYTA KPL. GÓRNA 32/6 3-828-16-0941	1.0	9754.7099609375	9754.7099609375
TM-45-00-2789	PŁYTA KPL 3-818-16-4771	1.0	12594.73046875	12594.73046875
TM-45-00-3317	PŁYTA KPL 3-818-16-3971	1.0	11128.8203125	11128.8203125
TM-45-00-3405	PŁYTA STOŁU 3-818-16-1152 BHX	1.0	2565.469970703125	2565.469970703125
TM-35-00-0694	PRZEKŁADNIA PLANETARNA 4-065-02-0102 BHX 500	1.0	5272.56005859375	5272.56005859375
TM-35-00-0910	ZĘBATKA M=2,0 Z=150 L=1000 4-007-26-0008	1.0	1146.8800048828125	1146.8800048828125
TM-35-00-0911	LISTWA ZĘBATA M=2 16MNCR 5 4-699-95-0589 bhx500	3.0	618.8800048828125	1856.6400146484375
TM-45-00-1667	ŚRUBA POCIĄGOWA TOCZNA DO=32 P=10 L=404	2.0	3442.840087890625	6885.68017578125
TM-45-00-3423	OBUDOWA 3-813-07-4450	1.0	269.8999938964844	269.8999938964844
TM-45-00-3044	OKŁADZINA 3-805-02-0100 BHX500	4.0	35.43000030517578	141.72000122070312
TM-35-00-0491	KOŁO 08B-1 Z=11 3-807-11-0530 BST 800	8.0	75.0	600.0
TM-35-00-0618	PRZEKŁADNIA OSI X 4-065-02-0285 XP 010S-MF1-10-2C0-2S BST 800	3.0	5396.259765625	16188.7802734375
TM-35-00-0806	SRZĘGŁO  3-801-14-0580 BHX500	4.0	228.44000244140625	913.760009765625
TM-35-00-0961	KOŁO ŁAŃCUCHOWE 3-807-11-0600	2.0	762.5999755859375	1525.18994140625
TM-45-00-3032	TRZPIEŃ SIŁOWNIKA SUPORTU BOCZNEGO BST800 3-810-02-7310 	1.0	136.38999938964844	136.38999938964844
TM-45-00-3736	PŁYTA ŁOŻYSKOWA 3-801-12-0900	2.0	449.760009765625	899.52001953125
TM-45-00-3871	ZABIERAK 4-007-06-0399	2.0	82.44999694824219	164.89999389648438
TM-10-10-0251	ZACISK PNEUMATYCZNY MK2505AK BIMA BST 800 BHX	6.0	1865.0	11190.0
TM-45-00-1452	PROWADNICA WEEKE 3-807-06-6470	9.0	85.0	765.0
TM-45-00-1575	PROWADNICA 3-807-06-6450	9.0	85.0	765.0
TM-45-00-1576	PROWADNICA 3-807-06-6460	13.0	86.83000183105469	1128.77001953125
TM-45-00-1691	PROWADNICA WEEKE 3-807-06-6480	26.0	86.66000366210938	2253.159912109375
TM-45-00-1692	PROWADNICA WEEKE 3-807-06-6500	20.0	86.76000213623047	1735.199951171875
TM-45-00-1693	PROWADNICA WEEKE 3-807-06-7170	7.0	120.62999725341797	844.4099731445312
TM-45-00-1694	PROWADNICA WEEKE 3-807-06-7180	10.0	85.0	850.0
TM-45-00-1695	PROWADNICA WEEKE 3-807-06-7990	11.0	153.0	1682.969970703125
TM-45-00-2658	PROWADNICA SUPORTU BOCZNEGO 3-807-06-2700 BST 800	8.0	213.60000610351562	1708.800048828125
TM-45-00-3101	OGRANICZNIK ŁAP 3-806-01-8920 BHX500	7.0	165.13999938964844	1155.97998046875
TM-10-15-0946	USZCZELNIACZ G 12X19X3 4-012-01-0027 	10.0	12.020000457763672	120.19999694824219
TM-10-15-0947	PIERŚCIEŃ FK3 IS 17x1,2x0,65 4-012-01-0587 	10.0	36.90999984741211	369.1000061035156
TM-35-00-0339	GŁOWICA WIERTARSKA POZIOMA 2-024-95-6492 BHX 500	1.0	2242.2900390625	2242.2900390625
TM-45-00-2148	"NAKRĘTKA OSI ""Z"" HECHT"	1.0	351.6700134277344	351.6700134277344
TM-45-00-2406	PŁYTA ŁAPY DOLNA 2-075-95-5730 BHX 500	4.0	708.2000122070312	2832.780029296875
TM-45-00-3100	PŁYTA ŁAPY GÓRNA 2-075-95-5720 BHX500	4.0	623.3699951171875	2493.47998046875
TM-20-00-0122	TAŚMA 2RAF 21 5400X320 WHM PR 60	1.0	830.9500122070312	830.9500122070312
TM-45-00-3344	PROWADNICA KPL R162211420 R160510331 2-015-94-0390 	1.0	649.510009765625	649.510009765625
TM-45-00-3354	OGRANICZNIK 3-806-01-4700	2.0	595.5900268554688	1191.1700439453125
TM-45-00-3355	PROWADNICA KPL 2-015-94-0360 4X(R162422420)+2x(514796955 400mm)+2xR161923920))	2.0	1947.1700439453125	3894.340087890625
TM-45-00-2629	ŚRUBA POCIĄGOWA Z KPL 2-211-94-8943 BHX 500	2.0	4121.2001953125	8242.400390625
TM-45-00-3536	OBUDOWA FREZA BHX500 3-815-07-1070	2.0	324.0	648.0
TM-55-00-0116	ŚRUBA KULKOWA DO=20 P=5 L=273	3.0	915.1099853515625	2745.320068359375
TM-10-15-1091	ZŁĄCZKA ŚRUB M8X1 D=4 BST 4-016-06-0432	9.0	58.45000076293945	526.0499877929688
TM-55-00-0500	WKRĘT BEZ ŁBA M6X 4 BHX500 4-001-34-0040	250.0	0.33000001311302185	82.0
TM-45-00-3599	LINIAŁ WPROWADZAJĄC 3-808-12-6630 BST800	1.0	2131.5400390625	2131.5400390625
TM-45-00-3508	PROFIL 10 50X50 L350 62493 BST507 ROBOT	9.0	53.540000915527344	481.8599853515625
TM-45-00-4018	"AMORTYZATOR 1002-31- 1/2 1/2"""	2.0	1792.0	3584.0
TM-10-15-1073	PIERŚCIEŃ USZCZELNIAJĄCY 4-012-02-0247	10.0	0.7599999904632568	7.599999904632568
TM-45-00-2250	PŁYTA 3-824-16-4750	2.0	932.260009765625	1864.52001953125
TM-45-00-2838	URZĄDZENIE ZACISKOWE 2-029-95-0291 PRO-T	1.0	1233.949951171875	1233.949951171875
TM-45-00-3737	SPRĘŻYNA NACISK. 4,0x20x3 4-010-03-0347	3.0	11.029999732971191	33.09000015258789
TM-45-00-4024	KOREK GUMOWY M 4X13 4-005-16-0015	10.0	19.889999389648438	198.89999389648438
TM-05-00-1717	TULEJA 0606 DU 4-006-02-0051 bst 507	8.0	40.13999938964844	321.1199951171875
TM-10-15-0739	PIERŚCIEŃ USZCZELNIAJĄCY 4-012-02-0252	53.0	1.9900000095367432	105.33000183105469
TM-10-15-0740	Oring 86x2 4-012-02-0393	73.0	18.920000076293945	1381.25
TM-10-15-0741	PIERŚCIEŃ USZCZELNIAJĄCY 4-012-02-0187	49.0	5.210000038146973	255.3699951171875
TM-10-15-1090	PIERŚCIEŃ USZCZELNIAJACY 4-012-02-0430	10.0	13.15999984741211	131.60000610351562
TM-45-00-0055	TULEJA SPRZĘGŁA D=15,0 PA 4-007-06-0301 bst 507	3.0	138.50999450683594	415.5299987792969
TM-45-00-0060	SPRĘŻYNA PŁASKA 3-801-06-0161 bst 507	2.0	30.420000076293945	60.84000015258789
TM-45-00-0061	UCHWYT BAZY 3-802-08-8320 bst507	3.0	635.8400268554688	1907.52001953125
TM-45-00-0072	KOŁEK 3-821-19-0930 bst507	13.0	43.709999084472656	568.22998046875
TM-45-00-1096	SPRĘŻYNA NACISKOWA DZ6,3 LO13 D1 Z4  DIN2098 4-010-03-0232 BST507	8.0	2.390000104904175	19.1200008392334
TM-45-00-3043	PRZEDŁUŻKA D=25x40 3-803-22-1160 venture	11.0	72.63999938964844	799.0399780273438
TM-45-00-3171	PIERŚCIEŃ SPR. 73x89x19,16 4-010-02-0105 BST507	6.0	54.79999923706055	328.79998779296875
TM-10-15-1103	ZESTAW USZCZ 4-035-05-0083 MNR1827009907	4.0	418.32000732421875	1673.280029296875
TM-10-15-1133	TŁOK 3-812-11-1370	4.0	209.72999572753906	838.9199829101562
TM-35-00-0020	Koło zębate Z=36 T=10 B=30	1.0	436.5199890136719	436.5199890136719
TM-35-00-0537	WRZECIONO 3-817-19-4520 BHX 500	2.0	283.9200134277344	567.8400268554688
TM-35-00-0538	WZKAŹNIK POZYCJI 0914 S-1,5 I D=20H7-D	1.0	211.5399932861328	211.5399932861328
TM-35-00-1055	WRZECIONO 3-817-19-3370	4.0	276.9800109863281	1107.9200439453125
TM-45-00-0660	PIERŚCIEŃ MOCUJĄCY	3.0	242.7100067138672	728.1300048828125
TM-45-00-0698	OBUDOWA DO BST 507 3-813-07-3080	3.0	1432.31005859375	4296.93017578125
TM-45-00-1249	KOŁEK DYSTANSOWY 7x18,5	16.0	30.559999465942383	488.9599914550781
TM-45-00-1736	NAKRĘTKA SUPORTU BOCZNEGO 3-806-13-1950	2.0	473.19000244140625	946.3800048828125
TM-45-00-4326	NAKRĘTKA MOSIĘŻNA SUPORTU BOCZNEG BST507	10.0	210.0	2100.0
TM-25-00-0132	PRZYSS SHFN50NK-45G1/4-IG 10.01.01.11694	20.0	53.08000183105469	1061.5999755859375
TM-35-00-0927	KOŁO NAPĘDOWE TRANSPORTERA ROBOTA	10.0	110.0	1100.0
TM-35-00-0928	KOŁO PASOWE 65 TRANSPORTERA ROBOTA	4.0	98.0	392.0
TM-35-00-0933	KOŁO PASOWE 80 TRANSPORTERA ROBOTA	4.0	98.0	392.0
TM-45-00-1742	UCHWYT 3-809-08-6800 bst 507	12.0	224.33999633789062	2692.1201171875
TM-45-00-2196	OBUDOWA 3-813-07-8060	4.0	517.4400024414062	2069.760009765625
TM-45-00-3288	UCHWYT 3-809-08-6830 bst507	4.0	88.41999816894531	353.67999267578125
TM-45-00-3491	OŚ Z KOŁNIERZEM TRANSPORTERA ROBOTA	4.0	47.0	188.0
TM-45-00-3492	OŚ KOŁA PASOWEGO TRANSPORTERA ROBOTA	4.0	25.0	100.0
TM-45-00-2182	ŚRUBA  D20 P10 L928 4-006-07-0486	1.0	1937.18994140625	1937.18994140625
TM-55-00-0503	NAKRĘTKA R12-4-B1-RSIT	4.0	375.2099914550781	1500.8399658203125
TM-45-00-1493	URZĄDZENIE NASTAWNE 2-211-94-1960 BAZA BST 507	1.0	5588.43994140625	5588.43994140625
TM-45-00-3350	ŚRUBA POC.TOCZNA D12P4L934 4-006-07-0494	8.0	826.989990234375	6615.919921875
TM-45-00-4110	PŁYTKA DOCISKU 3-804-16-0770 BST 507	23.0	115.87000274658203	2665.0
TM-10-15-0092	O-ring 6,00X2,00  4-012-02-0200	10.0	0.800000011920929	8.0
TM-10-15-0121	O-Ring 15X1,5 4-012-02-0209	10.0	1.1399999856948853	11.399999618530273
TM-10-15-1137	TŁOK 3-812-11-1440	2.0	223.92999267578125	447.8599853515625
TM-35-00-0947	GŁOWICA WIERTARSKA 1-019-95-7764	1.0	11431.759765625	11431.759765625
TM-45-00-1681	FLANSZA 2-210-95-1281 GŁOWICY BST 507	13.0	1049.050048828125	13637.669921875
TM-45-00-2119	PIERŚCIEŃ DYSTANSOWY 3-805-04-2470	20.0	36.439998626708984	728.7999877929688
TM-45-00-2179	ELEMENT SPRĘŻYSTY KM 6 4-001-38-0001	196.0	5.960000038146973	1168.239990234375
TM-45-00-2349	OGRANICZNIK H-60 P 2-044-95-5950 BST507	1.0	4902.31982421875	4902.31982421875
TM-05-00-1833	KOŁO ZĘBATE 3-801-26-7060 B T=10 Z=36	4.0	463.0899963378906	1852.3599853515625
TM-35-00-0018	KOŁO ZĘBATE T=10 Z=36	1.0	238.77000427246094	238.77000427246094
TM-35-00-0021	KOŁO PASOWE 3-802-18-0400	4.0	286.55999755859375	1146.239990234375
TM-35-00-0830	KOŁO PASOWE T10 Z36 B15 3-801-26-6200 BST 507	3.0	260.0	780.0
TM-35-00-0985	KOŁO ZĘBATE Z=39 T=10 3-801-26-6240	4.0	389.3999938964844	1557.5999755859375
TM-45-00-1334	TARCZA KOŁA PAS. ZĘBAT. 3-302-18-2220	2.0	1007.2999877929688	2014.5999755859375
TM-45-00-3511	WAŁ 3-803-23-8890	7.0	170.92999267578125	1196.489990234375
TM-55-00-0144	ŚRUBA ZE ŁBEM PŁASKIM M6X10 DIN921 4-001-51-0026 BST 507	20.0	16.09000015258789	321.79998779296875
TM-55-00-0378	ŚRUBA Z ŁBEM NISK 6X10 923 4-001-67-0003	6.0	15.34000015258789	92.04000091552734
TM-10-10-0503	SIŁOWNIK 2-003-95-3960	1.0	1445.510009765625	1445.510009765625
TM-45-00-2241	KRÓCIEC ZE SPRĘŻYNĄ FSTF G1/2-AG 50 10.01.02.01012 SCHMALZ ROBOTY	3.0	183.1999969482422	549.5999755859375
TM-45-00-2987	UCHWYT MOCUJ. KOMPESAT. GK 60x60x55 FSTF	2.0	53.43000030517578	106.86000061035156
TM-45-00-4125	SPRĘŻYNA WE.06.80.440 3-801-06-0050	100.0	6.599999904632568	660.0
TM-55-00-0532	WKRĘT BEZ ŁBA 4027M3X4 45H 4-001-12-0082	100.0	0.20999999344348907	21.0
TM-55-00-0542	KOŁEK WALCOWY 7979 D 12X60 4-004-45-0014	20.0	6.019999980926514	120.4000015258789
TM-10-15-0612	TŁOK DOCISKU 3-812-11-1570	5.0	417.4599914550781	2087.300048828125
TM-25-00-0094	PRZYSSAWKA SHFN 85N-45 G1/4-IG-E 10.01.01.12211 SCHMALZ	12.0	155.9499969482422	1871.4000244140625
TM-25-00-0095	PRZYSSAWKA SHFN 70N NK-45-G1/4-IG  10.01.01.11690 SCHMALZ BST 507	2.0	93.94000244140625	187.8800048828125
TM-35-00-0844	SPRZĘGŁO KŁOWE GN. 2241-14-B6-6-AL-BS Elesa bst507	26.0	92.69000244140625	2409.93994140625
TM-45-00-1696	RURA WEEKE 3-805-18-3770	1.0	241.00999450683594	241.00999450683594
TM-45-00-4007	PŁYTA MOCUJĄCA ROBOTA BST 507	3.0	160.0	480.0
TM-45-00-4300	OGRANICZNIK 3-806-01-2101	4.0	921.6300048828125	3686.52001953125
TM-45-00-1959	UCHWYT 3-886-19-6194 BST507	2.0	417.2699890136719	834.5399780273438
TM-45-00-0699	ZDERZAK DO BST 507  3-806-01-2080	8.0	430.82000732421875	3446.5400390625
TM-45-00-1768	UCHWYT 3-809-08-6040 BST507	3.0	641.9199829101562	1925.760009765625
TM-45-00-1949	SEGMENT 3-816-19-0600	60.0	62.0	3720.0
TM-45-00-3204	UCHWYT SIŁOWNIKA 3-809-08-6810 BST507	4.0	404.55999755859375	1618.239990234375
TM-45-00-3929	ZĄB PODPOROWY BST 507 3-816-19-0420	10.0	651.969970703125	6519.7001953125
TM-45-00-4176	NONIUSZ 3-825-19-0300	2.0	208.97000122070312	417.94000244140625
TM-45-00-2089	TRZPIEŃ 3-810-02-4790 bst507	4.0	37.43000030517578	149.72000122070312
TM-45-00-3306	ROLKA 3-807-18-1020 bst507	3.0	247.86000061035156	743.5800170898438
TM-45-00-3821	KRĄŻEK ZWROTNY BST 507 2-015-95-4840	4.0	521.1199951171875	2084.47998046875
TM-10-15-0088	ZACISK HAMULCA 3-809-11-1261 BST507	6.0	132.5800018310547	795.47998046875
TM-10-15-0738	PIERŚCIEŃ USZCZELNIAJĄCY 4-012-02-0394	12.0	2.3299999237060547	27.959999084472656
TM-45-00-0053	DŹWIGNIA 2-205-95-3460	5.0	826.9500122070312	4134.72998046875
TM-45-00-1268	DŹWIGNIA 2-205-95-5270	2.0	818.8499755859375	1637.699951171875
TM-45-00-1366	SWORZEŃ DOCISKU 3-810-02-4250	2.0	139.0800018310547	278.1600036621094
TM-45-00-1427	TULEJA 1210 DU	10.0	4.960000038146973	49.599998474121094
TM-45-00-1756	TULEJA 3-808-08-2870	1.0	53.13999938964844	53.13999938964844
TM-45-00-1757	SWORZEŃ 2-205-95-5540	8.0	279.9599914550781	2239.679931640625
TM-45-00-1885	TRZPIEŃ 3-810-02-4152	7.0	66.8499984741211	467.92999267578125
TM-45-00-1886	UCHWYT 3-811-01-4831	4.0	202.60000610351562	810.3800048828125
TM-45-00-3762	SPRĘŻYNA NACISK. 2x11x107 4-010-03-0519	16.0	23.65999984741211	378.5199890136719
TM-45-00-3798	KATOWNIK 3-817-02-5911	8.0	61.220001220703125	489.760009765625
TM-35-00-0781	WRZECIONO 3-817-19-3721	13.0	447.5799865722656	5818.5400390625
TM-35-00-0782	WRZECIONO P 3-817-19-3731 BST507	18.0	425.70001220703125	7662.60009765625
TM-35-00-0783	WRZECIONO 3-817-19-3741	2.0	467.239990234375	934.47998046875
TM-35-00-0940	WRZECIONO ŚLEPE DB=32 2-031-95-3750	9.0	294.3699951171875	2649.330078125
TM-35-00-0949	WRZECIONO D=32 2-031-95-3740	5.0	366.7900085449219	1833.949951171875
TM-35-00-0950	WRZECIONO L=19 D=25 2-031-95-3870	5.0	1527.0	7635.0
TM-35-00-0967	WRZECIONO UNIWERSALNE WE 0101 LEWE	13.0	210.0	2730.0
TM-05-00-0292	PROWADNICA 1611A0003	6.0	1007.6500244140625	6045.89990234375
TM-05-00-0635	SZYNA 1605-203-31/1431X250 BST507 	1.0	1140.4599609375	1140.4599609375
TM-05-00-0775	SZYNA SSR25-2260L THK bst800	1.0	1310.300048828125	1310.300048828125
TM-45-00-0141	LISTWA DOCISKÓW 3-807-12-8420 BST507	6.0	1672.8299560546875	10036.9599609375
TM-45-00-1340	LISTWA PODTRZYMUJĄCA 3-807-12-6481	1.0	1396.219970703125	1396.219970703125
TM-45-00-2404	WAŁ 3-803-23-5523	2.0	1671.9300537109375	3343.860107421875
TM-45-00-3203	WAŁ TRANSPORTERA 3-803-23-8940 BST 800	1.0	1855.3299560546875	1855.3299560546875
TM-45-00-3765	PROWADNICA 0814A1002	4.0	3976.070068359375	15904.2802734375
TM-45-00-3777	WAŁ NAPĘDOWY 3-803-23-8630	1.0	5017.06982421875	5017.06982421875
TM-40-00-0213	ŁAŃCUCH IM99.02.213 (szt)	1.0	9717.8203125	9717.8203125
TM-45-00-3865	STOPA WAHLIWA GN 33-80-M20-250-B1-TK	4.0	154.16000366210938	616.6400146484375
TM-45-00-3934	WAŁEK IM05.130002	1.0	2497.4599609375	2497.4599609375
TM-45-00-3935	PROWADNICA IM05.353003	2.0	773.0499877929688	1546.0999755859375
TM-45-00-3936	PROWADNICA IM05.405005	4.0	683.25	2733.0
TM-45-00-4002	ROLKA PERFORACJI PG G-014-0286-001	2.0	1379.5	2759.0
TM-10-10-0583	ZESTAW NAPRAWCZY SIŁOWNIK MGPM20 E002658	4.0	85.0	340.0
TM-45-00-3971	WAŁEK IM04.110011	3.0	571.5	1714.5
TM-45-00-3972	PODPORA ŁOŻYSKA IM04.111005	2.0	74.31999969482422	148.63999938964844
TM-45-00-3973	KOŁNIERZ IM04.110001	1.0	572.1500244140625	572.1500244140625
TM-45-00-3974	WSPORNIK IM04.111006	1.0	148.5500030517578	148.5500030517578
TM-45-00-3812	ŚRUBA SPECJALNA ETYKIECIARKI	18.0	23.0	414.0
TM-45-00-3814	PŁYTKA 20x100x270 MISY WIBRACYJNEJ P2	26.0	312.42999267578125	8123.2998046875
TM-45-00-3815	PŁYTKA 20x50x180 MISY WIBRACYJNEJ CPO	8.0	199.0	1592.0
TM-45-00-4021	STOPER Z NAWIEWEM IM29.24.004	1.0	1121.0999755859375	1121.0999755859375
TM-45-00-4022	STOPER IM29.24.005	1.0	1001.510009765625	1001.510009765625
TM-45-00-4255	PŁYTA PACY 100x50 E002294	1.0	891.0	891.0
TM-45-00-4256	STOPA PACY E002319	1.0	468.0	468.0
TM-45-00-4257	SPRĘŻYNA APLIKATORA E002482	16.0	9.720000267028809	155.52000427246094
TM-45-00-4259	ZAMEK GŁOWICY LEWY E002589	1.0	22.5	22.5
TM-45-00-4260	ZAMEK GŁOWICY PRAWY E002590	1.0	22.5	22.5
TM-35-00-0848	SUPORT KOMPLETNY NACIĄGU PASA (LICZARKA) CPO	1.0	990.0	990.0
TM-45-00-4328	WYRZUTNIK ELEMENÓW CPO	21.0	180.0	3780.0
TM-45-00-3927	WAŁ TAŚMY IM05.228007	1.0	2818.719970703125	2818.719970703125
TM-45-00-4199	KOŁO GTH 150/20-50K	2.0	268.2699890136719	536.5399780273438
TM-45-00-3669	KLAPA IM05.384022 PG	1.0	2308.780029296875	2308.780029296875
TM-45-00-3750	KLAPA IM05.384025 PG	1.0	2696.830078125	2696.830078125
TM-45-00-3844	RAMIĘ KOSZA IM05.379002	4.0	887.1500244140625	3548.60009765625
TM-35-00-0832	SPRZĘGŁO KŁOWE GN. 2241-55-B25-25-AL-BS	8.0	265.6099853515625	2124.8798828125
TM-35-00-0840	KOŁO MODUŁOWE Z50	6.0	705.75	4234.5
TM-35-00-0841	KOŁO MODUŁOWE Z26	9.0	123.0	1107.0
TM-35-00-0842	KOŁO MODUŁOWE Z30	6.0	123.0	738.0
TM-35-00-0843	KOŁO MODUŁOWE Z40	8.0	139.0	1112.0
TM-45-00-0095	Płytka sprężyny wibracyjnej  cpo	6.0	35.0	210.0
TM-45-00-3948	WSPORNIK NOŻA L98 IM03.26.001	1.0	559.22998046875	559.22998046875
TM-45-00-3949	PROWADNICA NOŻA L85 IM29.24.002	1.0	487.29998779296875	487.29998779296875
TM-35-00-1084	KOŁO PASOWE IM05.157016	2.0	662.8499755859375	1325.699951171875
TM-45-00-3662	IZOLATOR 30x20mm	8.0	209.74000549316406	1677.9200439453125
TM-45-00-3663	TULEJA IM01.63.002	10.0	18.079999923706055	180.7899932861328
TM-45-00-3778	KLAPKA CPO PE - PLASTIK	1.0	71.66999816894531	71.66999816894531
TM-45-00-3779	KLAPKA CPO 304L - STAL	6.0	130.0	780.0
TM-45-00-3780	METALOWA LISTWA BLOKUJĄCA IM03.03.018	3.0	94.69000244140625	284.07000732421875
TM-45-00-3781	BLOCZEK IM03.03.019	2.0	544.6799926757812	1089.3599853515625
TM-45-00-3825	PRODUCT STOPPER IM4232.C.02	2.0	4064.820068359375	8129.6298828125
TM-45-00-4261	SWORZEŃ IM05.157015	2.0	370.7099914550781	741.4199829101562
TM-20-00-0113	TAŚMA TRANSPORTOWA 4065x220 Z13 Wysokość  zabieraka T75 gatech P2	2.0	657.8900146484375	1315.780029296875
TM-20-00-0133	TAŚMA 2RAF 21 5440X320 PR 40	3.0	828.4500122070312	2485.35009765625
TM-20-00-0150	TAŚMA 2LRAF 904 M 2520x500 KO	1.0	315.44000244140625	315.44000244140625
TE-60-00-0249	BLOCZEK GRZAŁKI IM84.203009	6.0	769.72998046875	4618.35986328125
TM-45-00-3543	MOCOWANIE NOŻA 252 PG	10.0	430.0	4300.0
TM-45-00-3880	PŁYTA LEWA IM12.20.081	1.0	642.0599975585938	642.0599975585938
TM-45-00-3881	PŁYTA PRAWA IM12.20.082	1.0	642.0599975585938	642.0599975585938
TM-45-00-4244	BLASZKA KLAPKI	7.0	50.0	350.0
TM-35-00-0944	SPRZĘGŁO IM03.02.026	2.0	1040.4200439453125	2080.840087890625
TM-45-00-3476	OŚ KLAPKI CPO	7.0	30.0	210.0
TM-45-00-3782	PRZEDNI WAŁ IM04.63.022	4.0	1282.280029296875	5129.1201171875
TM-45-00-3878	WAŁEK 40mm IM04.110010	2.0	1234.5999755859375	2469.18994140625
TM-45-00-3899	POPYCHACZ KLAPY KOSZYKA CPO	11.0	40.0	440.0
TM-45-00-4020	TYLNY WAŁ IM04.110012	2.0	337.44000244140625	674.8800048828125
TM-45-00-3174	ZASUWA MISY WIBRACYJNEJ	20.0	37.0	740.0
